,AGREEMENT_RK,ID_CLIENT,TARGET,ID,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,REG_ADDRESS_PROVINCE,FACT_ADDRESS_PROVINCE,POSTAL_ADDRESS_PROVINCE,FL_PRESENCE_FL,OWN_AUTO,FAMILY_INCOME,PERSONAL_INCOME,LOAN_NUM_TOTAL,LOAN_NUM_CLOSED
12657,67428679,106816781,0,106816781,43,1,Среднее,Состою в браке,2,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,8000.0,2,1
12658,67428748,106816782,0,106816782,40,1,Среднее,Состою в браке,1,2,1,0,Амурская область,Амурская область,Амурская область,0,0,от 10000 до 20000 руб.,15000.0,2,1
12659,67428796,106816783,0,106816783,42,0,Среднее,Состою в браке,2,2,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 10000 до 20000 руб.,10000.0,2,1
12660,67428823,106816784,0,106816784,57,1,Среднее специальное,Вдовец/Вдова,2,0,1,1,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,10000.0,2,1
12661,67428830,106816785,1,106816785,36,1,Неполное среднее,Не состоял в браке,2,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,от 10000 до 20000 руб.,10000.0,7,6
12662,67429138,106816786,0,106816786,36,0,Среднее,Состою в браке,1,2,1,0,Кировская область,Кировская область,Кировская область,0,1,от 10000 до 20000 руб.,20000.0,2,1
12663,67429254,106816787,0,106816787,27,0,Высшее,Не состоял в браке,0,0,1,0,Смоленская область,Смоленская область,Смоленская область,1,1,от 10000 до 20000 руб.,20000.0,2,1
12664,67429271,106816788,0,106816788,56,1,Среднее специальное,Состою в браке,2,0,0,1,Читинская область,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,8500.0,1,0
12665,67429829,106816789,0,106816789,57,1,Среднее,Состою в браке,1,1,0,1,Пермская область,Пермская область,Пермская область,1,0,от 20000 до 50000 руб.,8300.0,1,0
12666,67429857,106816790,0,106816790,44,1,Среднее,Состою в браке,2,0,1,0,Костромская область,Костромская область,Костромская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
12667,67430048,106816791,0,106816791,30,1,Среднее специальное,Состою в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0,от 20000 до 50000 руб.,8000.0,1,0
12668,67430107,106816792,0,106816792,24,1,Среднее специальное,Не состоял в браке,0,0,1,0,Марийская республика,Марийская республика,Марийская республика,0,0,от 5000 до 10000 руб.,10000.0,1,0
12669,67430113,106816793,0,106816793,51,1,Среднее,Состою в браке,2,0,1,0,Ярославская область,Ярославская область,Ярославская область,0,0,от 20000 до 50000 руб.,16000.0,2,1
12670,67430171,106816794,0,106816794,38,0,Среднее,Состою в браке,1,1,1,0,Мурманская область,Мурманская область,Мурманская область,1,0,от 20000 до 50000 руб.,25000.0,3,2
12671,67430276,106816795,0,106816795,43,1,Среднее,Состою в браке,2,0,1,0,Горный Алтай,Горный Алтай,Горный Алтай,0,0,от 10000 до 20000 руб.,15000.0,1,0
12672,67430347,106816796,0,106816796,36,0,Среднее специальное,Состою в браке,2,2,1,0,Тверская область,Тверская область,Тверская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
12673,67430431,106816797,0,106816797,46,1,Высшее,Состою в браке,2,0,1,0,Чувашия,Чувашия,Чувашия,1,0,от 10000 до 20000 руб.,14000.0,2,1
12674,67430447,106816798,0,106816798,32,1,Среднее,Состою в браке,1,1,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 20000 до 50000 руб.,25000.0,2,1
12675,67430747,106816799,0,106816799,51,1,Среднее,Состою в браке,3,1,1,1,Иркутская область,Иркутская область,Иркутская область,0,0,от 10000 до 20000 руб.,11000.0,1,0
12676,67430755,106816800,0,106816800,41,1,Среднее специальное,Состою в браке,2,2,1,0,Томская область,Томская область,Томская область,1,0,от 10000 до 20000 руб.,9000.0,1,0
12677,67430928,106816801,1,106816801,40,1,Среднее,Вдовец/Вдова,3,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 5000 до 10000 руб.,8500.0,1,0
12678,67431060,106816802,0,106816802,59,0,Среднее специальное,Состою в браке,6,1,1,0,Якутия,Якутия,Якутия,0,0,от 20000 до 50000 руб.,10000.0,1,0
12679,67431099,106816803,0,106816803,34,0,Среднее специальное,Состою в браке,2,3,1,0,Курская область,Курская область,Курская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
12680,67431217,106816804,0,106816804,50,1,Среднее,Разведен(а),3,1,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,от 5000 до 10000 руб.,9000.0,2,2
12681,67431249,106816805,0,106816805,54,1,Среднее специальное,Состою в браке,0,0,1,0,Тверская область,Тверская область,Тверская область,0,0,от 10000 до 20000 руб.,9000.0,1,1
12682,67431370,106816806,0,106816806,44,1,Среднее,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,от 20000 до 50000 руб.,15000.0,5,4
12683,67431484,106816807,0,106816807,52,0,Высшее,Разведен(а),2,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,от 20000 до 50000 руб.,25000.0,2,0
12684,67431493,106816808,0,106816808,36,1,Среднее специальное,Состою в браке,2,2,1,0,Липецкая область,Липецкая область,Липецкая область,1,0,от 10000 до 20000 руб.,8000.0,1,0
12685,67431493,106816808,0,106816808,36,1,Среднее специальное,Состою в браке,2,2,1,0,Липецкая область,Липецкая область,Липецкая область,1,0,от 10000 до 20000 руб.,8000.0,1,0
12686,67431664,106816809,0,106816809,46,1,Среднее,Разведен(а),0,0,1,0,Пензенская область,Пензенская область,Пензенская область,1,0,от 10000 до 20000 руб.,12500.0,2,1
12687,67431684,106816810,0,106816810,50,1,Среднее специальное,Состою в браке,1,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,8000.0,3,2
12688,67432259,106816811,0,106816811,36,0,Среднее,Состою в браке,3,1,1,0,Вологодская область,Вологодская область,Вологодская область,1,0,от 10000 до 20000 руб.,12500.0,2,1
12689,67432432,106816812,0,106816812,23,1,Среднее специальное,Не состоял в браке,1,0,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,18000.0,1,0
12690,67432793,106816813,0,106816813,51,1,Среднее специальное,Разведен(а),1,0,1,0,Карачаево-Черкесия,Карачаево-Черкесия,Карачаево-Черкесия,0,0,от 20000 до 50000 руб.,15000.0,2,1
12691,67433100,106816814,0,106816814,25,1,Среднее специальное,Состою в браке,2,2,1,0,Архангельская область,Архангельская область,Архангельская область,0,0,от 20000 до 50000 руб.,15000.0,2,0
12692,67433415,106816815,0,106816815,45,1,Среднее специальное,Состою в браке,2,1,1,0,Свердловская область,Свердловская область,Свердловская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
12693,67433478,106816816,0,106816816,53,1,Среднее специальное,Не состоял в браке,2,2,0,1,Башкирия,Башкирия,Башкирия,1,0,от 10000 до 20000 руб.,10700.0,1,0
12694,67433509,106816817,0,106816817,58,1,Высшее,Состою в браке,5,0,1,0,Читинская область,Читинская область,Читинская область,0,1,от 10000 до 20000 руб.,15000.0,2,1
12695,67433625,106816818,0,106816818,46,1,Среднее специальное,Состою в браке,2,0,1,0,Свердловская область,Свердловская область,Свердловская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
12696,67433842,106816819,1,106816819,31,1,Высшее,Состою в браке,2,2,1,0,Астраханская область,Астраханская область,Астраханская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
12697,67433906,106816820,0,106816820,56,1,Среднее,Состою в браке,2,0,1,1,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 10000 до 20000 руб.,16000.0,1,0
12698,67433908,106816821,0,106816821,46,1,Высшее,Состою в браке,1,1,1,0,Липецкая область,Липецкая область,Липецкая область,1,0,от 20000 до 50000 руб.,10000.0,1,0
12699,67434069,106816822,0,106816822,46,0,Среднее,Состою в браке,1,0,1,0,Костромская область,Костромская область,Костромская область,0,0,от 10000 до 20000 руб.,15000.0,2,1
12700,67434474,106816823,1,106816823,38,1,Среднее специальное,Состою в браке,2,2,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,от 20000 до 50000 руб.,15000.0,1,0
12701,67434497,106816824,0,106816824,52,0,Среднее,Состою в браке,2,0,1,0,Татарстан,Татарстан,Татарстан,0,1,от 20000 до 50000 руб.,17000.0,4,3
12702,67434519,106816825,0,106816825,46,1,Среднее специальное,Не состоял в браке,0,0,1,0,Пермская область,Пермская область,Пермская область,1,0,от 10000 до 20000 руб.,15000.0,1,0
12703,67434759,106816826,0,106816826,36,0,Неполное среднее,Состою в браке,1,1,1,0,Амурская область,Амурская область,Амурская область,0,0,от 20000 до 50000 руб.,25000.0,1,0
12704,67434788,106816827,1,106816827,29,1,Высшее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,10000.0,1,0
12705,67434852,106816828,0,106816828,51,1,Среднее,Вдовец/Вдова,0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
12706,67434895,106816829,0,106816829,35,0,Среднее,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,1,от 10000 до 20000 руб.,12000.0,2,1
12707,67435045,106816830,1,106816830,22,1,Среднее специальное,Состою в браке,1,1,1,0,Тульская область,Тульская область,Тульская область,0,0,от 10000 до 20000 руб.,8000.0,1,0
12708,67435062,106816831,0,106816831,53,1,Среднее специальное,Состою в браке,2,0,0,1,Коми,Коми,Коми,0,0,от 10000 до 20000 руб.,7500.0,1,0
12709,67435336,106816832,0,106816832,26,1,Среднее специальное,Не состоял в браке,0,0,0,1,Ярославская область,Ярославская область,Ярославская область,1,0,от 10000 до 20000 руб.,8000.0,1,0
12710,67435378,106816833,0,106816833,35,0,Среднее,Состою в браке,2,2,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 20000 до 50000 руб.,20000.0,2,1
12711,67435393,106816834,0,106816834,30,0,Среднее,Состою в браке,0,0,1,0,Самарская область,Самарская область,Самарская область,0,0,от 20000 до 50000 руб.,25000.0,2,2
12712,67435596,106816835,0,106816835,33,0,Среднее,Состою в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,1,от 20000 до 50000 руб.,30000.0,2,1
12713,67435863,106816836,0,106816836,54,1,Среднее специальное,Не состоял в браке,0,0,0,1,Челябинская область,Челябинская область,Челябинская область,1,0,от 10000 до 20000 руб.,11000.0,1,0
12714,67436015,106816837,1,106816837,36,1,Среднее специальное,Не состоял в браке,0,0,1,0,Северная Осетия,Северная Осетия,Северная Осетия,0,0,от 10000 до 20000 руб.,16000.0,1,0
12715,67436021,106816838,0,106816838,50,1,Среднее,Не состоял в браке,2,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 5000 до 10000 руб.,8000.0,2,1
12716,67436027,106816839,1,106816839,51,1,Среднее,Разведен(а),3,0,1,0,Алтайский край,Алтайский край,Алтайский край,1,0,от 10000 до 20000 руб.,13000.0,2,1
12717,67436166,106816840,0,106816840,28,1,Среднее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,13000.0,2,1
12718,67436321,106816841,0,106816841,45,0,Среднее,Состою в браке,1,1,1,0,Воронежская область,Воронежская область,Воронежская область,0,0,от 20000 до 50000 руб.,23000.0,2,1
12719,67436425,106816842,0,106816842,30,1,Среднее специальное,Состою в браке,1,1,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,от 10000 до 20000 руб.,15000.0,1,0
12720,67436475,106816843,0,106816843,35,1,Среднее,Состою в браке,2,2,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,15000.0,2,1
12721,67436837,106816844,0,106816844,22,0,Неоконченное высшее,Не состоял в браке,0,0,1,0,Бурятия,Бурятия,Бурятия,0,0,от 20000 до 50000 руб.,13000.0,1,0
12722,67436983,106816845,0,106816845,35,1,Среднее специальное,Разведен(а),2,2,1,0,Красноярский край,Красноярский край,Красноярский край,0,0,от 5000 до 10000 руб.,9000.0,1,0
12723,67437152,106816846,0,106816846,45,1,Среднее специальное,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,19000.0,1,0
12724,67437210,106816847,0,106816847,46,0,Среднее,Состою в браке,1,0,1,0,Карелия,Карелия,Карелия,0,1,от 20000 до 50000 руб.,16000.0,2,1
12725,67437369,106816848,0,106816848,48,1,Неполное среднее,Вдовец/Вдова,2,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,0,от 10000 до 20000 руб.,12000.0,1,0
12726,67437377,106816849,1,106816849,35,0,Среднее специальное,Состою в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,16000.0,1,0
12727,67437405,106816850,1,106816850,54,0,Среднее,Разведен(а),2,0,1,0,Бурятия,Бурятия,Бурятия,0,1,от 20000 до 50000 руб.,20000.0,2,1
12728,67437478,106816851,0,106816851,58,1,Среднее,Разведен(а),0,0,0,1,Карелия,Карелия,Карелия,1,0,от 10000 до 20000 руб.,12000.0,3,2
12729,67437598,106816852,0,106816852,33,0,Неоконченное высшее,Состою в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,24500.0,2,1
12730,67437685,106816853,0,106816853,25,1,Неоконченное высшее,Состою в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,1,0,от 20000 до 50000 руб.,20000.0,1,0
12731,67437690,106816854,0,106816854,60,1,Среднее,Вдовец/Вдова,0,0,0,1,Читинская область,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,10000.0,2,1
12732,67437733,106816855,0,106816855,36,1,Среднее специальное,Разведен(а),0,1,1,0,Еврейская АО,Еврейская АО,Еврейская АО,0,0,от 10000 до 20000 руб.,10000.0,1,0
12733,67437912,106816856,0,106816856,38,1,Среднее,Не состоял в браке,1,1,1,0,Якутия,Якутия,Якутия,0,0,от 20000 до 50000 руб.,25000.0,3,2
12734,67437955,106816857,0,106816857,39,0,Среднее,Состою в браке,2,2,1,0,Вологодская область,Вологодская область,Вологодская область,1,1,от 20000 до 50000 руб.,18000.0,2,1
12735,67438202,106816858,0,106816858,23,1,Неоконченное высшее,Гражданский брак,0,0,1,0,Карачаево-Черкесия,Москва,Карачаево-Черкесия,0,1,свыше 50000 руб.,32000.0,2,0
12736,67438244,106816859,0,106816859,55,1,Высшее,Разведен(а),0,0,1,0,Белгородская область,Белгородская область,Белгородская область,0,0,от 10000 до 20000 руб.,9000.0,1,1
12737,67438464,106816860,0,106816860,49,1,Среднее,Состою в браке,2,0,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,8200.0,2,1
12738,67438523,106816861,0,106816861,42,1,Среднее специальное,Состою в браке,1,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,15000.0,1,0
12739,67438648,106816862,0,106816862,63,0,Среднее,Вдовец/Вдова,5,0,0,1,Ивановская область,Ивановская область,Ивановская область,1,0,от 5000 до 10000 руб.,8000.0,1,0
12740,67438804,106816863,1,106816863,41,1,Среднее специальное,Не состоял в браке,2,1,1,0,Хабаровский край,Хабаровский край,Хабаровский край,1,0,от 10000 до 20000 руб.,10000.0,1,0
12741,67438907,106816864,0,106816864,38,1,Среднее,Состою в браке,2,2,1,0,Ростовская область,Ростовская область,Ростовская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
12742,67438924,106816865,1,106816865,28,1,Среднее,Разведен(а),1,1,1,0,Читинская область,Читинская область,Читинская область,0,0,от 5000 до 10000 руб.,8200.0,2,1
12743,67438965,106816866,0,106816866,62,1,Среднее,Состою в браке,1,0,0,1,Калужская область,Калужская область,Калужская область,0,0,от 10000 до 20000 руб.,8000.0,2,1
12744,67439049,106816867,0,106816867,23,1,Среднее специальное,Не состоял в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 10000 до 20000 руб.,18000.0,1,0
12745,67439411,106816868,1,106816868,32,1,Среднее специальное,Разведен(а),0,0,1,0,Коми,Коми,Коми,1,0,от 10000 до 20000 руб.,13000.0,1,0
12746,67439654,106816869,1,106816869,45,1,Среднее,Состою в браке,2,0,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,1,от 20000 до 50000 руб.,12000.0,2,1
12747,67439669,106816870,1,106816870,36,0,Среднее,Состою в браке,3,1,1,0,Костромская область,Костромская область,Костромская область,1,1,от 10000 до 20000 руб.,10000.0,3,1
12748,67439991,106816871,0,106816871,48,1,Среднее специальное,Не состоял в браке,2,0,1,0,Новгородская область,Новгородская область,Новгородская область,0,1,от 20000 до 50000 руб.,13000.0,1,1
12749,67440016,106816872,0,106816872,34,1,Неполное среднее,Не состоял в браке,1,1,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 5000 до 10000 руб.,10000.0,3,2
12750,67440265,106816873,0,106816873,34,0,Среднее специальное,Состою в браке,1,1,1,0,Омская область,Омская область,Омская область,0,0,от 20000 до 50000 руб.,15000.0,2,1
12751,67440751,106816874,1,106816874,32,1,Неоконченное высшее,Состою в браке,2,2,1,0,Самарская область,Самарская область,Самарская область,0,0,от 20000 до 50000 руб.,10000.0,1,0
12752,67440922,106816875,0,106816875,22,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,Владимирская область,Владимирская область,Владимирская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
12753,67441379,106816876,0,106816876,57,1,Среднее специальное,Состою в браке,1,0,1,1,Хакасия,Хакасия,Хакасия,1,0,от 20000 до 50000 руб.,10700.0,1,0
12754,67441967,106816877,0,106816877,31,1,Высшее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 20000 до 50000 руб.,9000.0,2,1
12755,67442051,106816878,0,106816878,42,0,Среднее,Состою в браке,1,0,1,0,Ярославская область,Ярославская область,Ярославская область,1,0,от 10000 до 20000 руб.,11000.0,2,1
12756,67442239,106816879,0,106816879,53,1,Высшее,Состою в браке,0,0,1,0,Амурская область,Амурская область,Амурская область,0,0,от 20000 до 50000 руб.,9000.0,2,1
12757,67442370,106816880,0,106816880,44,1,Среднее,Состою в браке,2,0,1,0,Новосибирская область,Новосибирская область,Новосибирская область,0,1,от 20000 до 50000 руб.,15400.0,2,1
12758,67442468,106816881,1,106816881,51,0,Среднее специальное,Состою в браке,0,0,1,0,Астраханская область,Астраханская область,Астраханская область,0,0,от 20000 до 50000 руб.,20000.0,1,0
12759,67442804,106816882,0,106816882,34,0,Среднее специальное,Состою в браке,2,2,1,0,Калужская область,Белгородская область,Калужская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
12760,67443122,106816883,1,106816883,42,0,Среднее,Состою в браке,0,2,1,0,Калининградская область,Калининградская область,Калининградская область,0,0,от 20000 до 50000 руб.,15000.0,3,2
12761,67443385,106816884,0,106816884,36,0,Среднее специальное,Разведен(а),1,1,1,0,Псковская область,Псковская область,Псковская область,0,0,от 10000 до 20000 руб.,12000.0,1,0
12762,67443402,106816885,0,106816885,30,1,Высшее,Состою в браке,1,0,1,0,Брянская область,Брянская область,Брянская область,1,0,от 20000 до 50000 руб.,10000.0,2,1
12763,67443455,106816886,0,106816886,30,0,Среднее,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,23000.0,2,1
12764,67443514,106816887,1,106816887,38,1,Среднее,Состою в браке,2,1,1,0,Алтайский край,Алтайский край,Алтайский край,0,0,от 10000 до 20000 руб.,8000.0,2,1
12765,67443656,106816888,0,106816888,49,0,Среднее,Состою в браке,1,1,1,0,Самарская область,Самарская область,Самарская область,0,0,от 20000 до 50000 руб.,30000.0,1,0
12766,67443783,106816889,0,106816889,50,1,Среднее,Разведен(а),2,0,1,0,Бурятия,Бурятия,Бурятия,0,0,от 10000 до 20000 руб.,15000.0,2,1
12767,67443817,106816890,0,106816890,58,1,Среднее,Вдовец/Вдова,1,0,1,1,Орловская область,Орловская область,Орловская область,0,0,от 20000 до 50000 руб.,10000.0,2,1
12768,67443975,106816891,0,106816891,40,1,Среднее,Не состоял в браке,0,0,1,0,Московская область,Московская область,Московская область,1,0,от 20000 до 50000 руб.,25000.0,1,0
12769,67444047,106816892,0,106816892,38,0,Среднее специальное,Состою в браке,2,1,1,0,Курганская область,Курганская область,Курганская область,0,1,от 20000 до 50000 руб.,20000.0,1,0
12770,67444057,106816893,0,106816893,49,0,Среднее специальное,Состою в браке,2,1,1,0,Орловская область,Орловская область,Орловская область,0,0,от 20000 до 50000 руб.,14000.0,1,0
12771,67444318,106816894,1,106816894,44,0,Среднее специальное,Состою в браке,1,1,1,0,Новосибирская область,Новосибирская область,Новосибирская область,1,0,от 20000 до 50000 руб.,15000.0,1,0
12772,67444393,106816895,1,106816895,35,0,Среднее,Состою в браке,1,1,1,0,Читинская область,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
12773,67444422,106816896,0,106816896,25,0,Высшее,Состою в браке,0,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,17000.0,1,0
12774,67444503,106816897,0,106816897,48,1,Среднее,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,8700.0,1,0
12775,67444532,106816898,0,106816898,56,1,Среднее специальное,Вдовец/Вдова,2,0,0,1,Курская область,Курская область,Курская область,1,0,от 10000 до 20000 руб.,8000.0,1,0
12776,67444547,106816899,0,106816899,40,0,Среднее,Состою в браке,2,2,1,0,Свердловская область,Свердловская область,Свердловская область,0,1,от 20000 до 50000 руб.,15000.0,2,1
12777,67444893,106816900,0,106816900,27,0,Среднее,Состою в браке,1,1,1,0,Иркутская область,Иркутская область,Иркутская область,0,0,от 10000 до 20000 руб.,17000.0,1,0
12778,67445120,106816901,0,106816901,39,1,Среднее специальное,Состою в браке,2,2,1,0,Кемеровская область,Кемеровская область,Кемеровская область,1,0,от 20000 до 50000 руб.,14000.0,2,1
12779,67445259,106816902,0,106816902,54,1,Среднее,Состою в браке,0,0,1,0,Приморский край,Приморский край,Приморский край,0,0,от 10000 до 20000 руб.,8000.0,2,1
12780,67445273,106816903,0,106816903,52,1,Среднее,Состою в браке,3,0,1,1,Читинская область,Читинская область,Читинская область,1,0,от 10000 до 20000 руб.,10000.0,3,2
12781,67445583,106816904,0,106816904,55,1,Высшее,Разведен(а),0,0,1,0,Волгоградская область,Волгоградская область,Волгоградская область,0,0,от 10000 до 20000 руб.,18000.0,1,0
12782,67445964,106816905,0,106816905,52,1,Среднее специальное,Состою в браке,2,0,1,0,Красноярский край,Красноярский край,Красноярский край,1,0,от 20000 до 50000 руб.,15000.0,1,0
12783,67445975,106816906,0,106816906,43,0,Среднее специальное,Состою в браке,1,1,1,0,Приморский край,Приморский край,Приморский край,0,0,от 20000 до 50000 руб.,23000.0,2,0
12784,67446044,106816907,0,106816907,28,1,Высшее,Состою в браке,0,0,1,0,Читинская область,Читинская область,Читинская область,0,0,от 20000 до 50000 руб.,18000.0,2,1
12785,67446081,106816908,0,106816908,32,0,Среднее,Не состоял в браке,0,0,1,0,Кемеровская область,Кемеровская область,Кемеровская область,0,0,от 10000 до 20000 руб.,13000.0,2,1
12786,67446147,106816909,0,106816909,44,1,Среднее,Состою в браке,1,0,1,0,Вологодская область,Вологодская область,Вологодская область,0,0,от 20000 до 50000 руб.,12000.0,1,0
12787,67446186,106816910,0,106816910,32,1,Среднее специальное,Состою в браке,1,1,1,0,Липецкая область,Липецкая область,Липецкая область,0,0,от 20000 до 50000 руб.,25000.0,1,0
12788,67526748,106816911,1,106816911,32,0,Среднее специальное,Состою в браке,2,2,1,0,Кировская область,Кировская область,Кировская область,0,0,от 10000 до 20000 руб.,9000.0,1,0
12789,67526852,106816912,0,106816912,31,1,Высшее,Состою в браке,1,1,1,0,Тверская область,Тверская область,Тверская область,0,0,от 10000 до 20000 руб.,6000.0,1,0
12790,67528026,106816913,1,106816913,39,1,Среднее,Состою в браке,2,2,1,0,Курская область,Курская область,Курская область,0,0,от 10000 до 20000 руб.,10000.0,1,0
12791,67528466,106816914,0,106816914,35,0,Среднее специальное,Не состоял в браке,0,0,1,0,Саратовская область,Саратовская область,Саратовская область,1,0,от 10000 до 20000 руб.,12000.0,1,0
12792,67528508,106816915,0,106816915,45,0,Среднее,Разведен(а),0,0,1,0,Калмыкия,Калмыкия,Калмыкия,0,0,от 10000 до 20000 руб.,10000.0,1,0
12793,67528929,106816916,0,106816916,51,1,Среднее специальное,Вдовец/Вдова,1,0,1,1,Оренбургская область,Оренбургская область,Оренбургская область,1,0,от 10000 до 20000 руб.,12000.0,1,0
12794,67529010,106816917,0,106816917,32,0,Среднее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,18000.0,1,0
12795,67529092,106816918,0,106816918,39,0,Среднее специальное,Состою в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 20000 до 50000 руб.,15000.0,1,0
12796,67529165,106816919,0,106816919,34,1,Среднее,Состою в браке,0,0,0,1,Орловская область,Орловская область,Орловская область,0,0,от 10000 до 20000 руб.,8000.0,2,0
12797,67529252,106816920,0,106816920,28,1,Среднее специальное,Не состоял в браке,0,0,1,0,Башкирия,Башкирия,Башкирия,0,0,от 10000 до 20000 руб.,15000.0,1,0
12798,67529391,106816921,1,106816921,39,1,Среднее специальное,Состою в браке,1,1,1,0,Ленинградская область,Ленинградская область,Ленинградская область,0,0,от 20000 до 50000 руб.,18000.0,2,2
12799,67529681,106816922,0,106816922,39,1,Высшее,Не состоял в браке,1,0,1,0,Камчатская область,Камчатская область,Камчатская область,1,0,от 20000 до 50000 руб.,40000.0,2,1
12800,67529860,106816923,0,106816923,27,0,Среднее,Состою в браке,1,1,1,0,Камчатская область,Камчатская область,Камчатская область,0,1,свыше 50000 руб.,35000.0,2,1
12801,67530359,106816924,0,106816924,52,1,Среднее,Состою в браке,2,0,0,1,Брянская область,Брянская область,Брянская область,0,0,от 5000 до 10000 руб.,5000.0,2,1
12802,67530484,106816925,0,106816925,48,0,Среднее,Не состоял в браке,0,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,1,от 5000 до 10000 руб.,10000.0,2,1
12803,67530654,106816926,0,106816926,43,1,Среднее,Состою в браке,2,0,1,0,Мордовская республика,Мордовская республика,Мордовская республика,0,0,от 20000 до 50000 руб.,10000.0,1,0
12804,67530985,106816927,1,106816927,22,1,Среднее,Разведен(а),0,0,1,0,Московская область,Московская область,Московская область,0,1,от 20000 до 50000 руб.,20000.0,2,2
12805,67531087,106816928,0,106816928,38,0,Среднее,Состою в браке,1,1,1,0,Саратовская область,Саратовская область,Саратовская область,1,1,от 20000 до 50000 руб.,24000.0,2,1
12806,67531146,106816929,1,106816929,41,1,Среднее специальное,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,8000.0,1,0
12807,67531301,106816930,1,106816930,36,0,Среднее,Состою в браке,2,2,1,0,Калужская область,Калужская область,Калужская область,0,0,от 20000 до 50000 руб.,13000.0,1,1
12808,67531553,106816931,0,106816931,59,0,Среднее,Состою в браке,1,0,1,0,Краснодарский край,Краснодарский край,Краснодарский край,0,0,от 10000 до 20000 руб.,6500.0,1,0
